EMPRESA,ANO,TIPO
ROMANOS HOTÉIS E EVENTOS,2016,HOSPEDAGEM
ROMANOS HOTÉIS E EVENTOS,2015,HOSPEDAGEM
ROMANOS HOTÉIS E EVENTOS,2013,HOSPEDAGEM
ROMEU AUTO CENTER,2024,MANUTENÇÃO DE VEÍCULOS
RONCO DO MAR,2022,ALIMENTAÇÃO FORA DO LAR
RONCO DO MAR CUMBUCO,2024,ALIMENTAÇÃO FORA DO LAR
ROSA & ARAUJO LTDA,2024,ALIMENTAÇÃO FORA DO LAR
SABOR DA FAMILIA,2024,ALIMENTAÇÃO FORA DO LAR
SABORES DA PRI,2024,ALIMENTAÇÃO FORA DO LAR
SABORES DO SERTÃO,2014,ALIMENTAÇÃO FORA DO LAR
SAMMY GELADOS LTDA,2024,ALIMENTAÇÃO FORA DO LAR
SANSABLE BEACHWEAR ,2024,LOJAS DE VAREJO
SBELTS CENTRO DE ESTÉTICA,2022,SERVIRÇOS DE ESTÉTICA
SD SERVICOS DE BELEZA E SAUDE LTDA,2024,SERVIÇOS DE ESTÉTICA
SELETO AÇAI,2025,ALIMENTAÇÃO FORA DO LAR
SEMEAR DELICATESSEN,2024,ALIMENTAÇÃO FORA DO LAR
SEMEAR DELICATESSEN,2017,ALIMENTAÇÃO FORA DO LAR
SEMEAR DELICATESSEN,2016,ALIMENTAÇÃO FORA DO LAR
SERRA BAMBU RESTAURANTE,2024,ALIMENTAÇÃO FORA DO LAR
SERRA BAMBU RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
SERTÃO MODERNO BAR E RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
SERTÃO MODERNO BAR E RESTAURANTE,2024,ALIMENTAÇÃO FORA DO LAR
SERTÃO MODERNO BAR E RESTAURANTE,2022,ALIMENTAÇÃO FORA DO LAR
SERTÃO POP CULTURA E TURISMO,2019,EMPRESA DE EVENTOS
SERTOES OFF ROAD COMERCIO E SERVICOS LTDA,2021,MANUTENÇÃO DE VEÍCULOS
SEU DOMINGO BEACH CLUB,2024,ALIMENTAÇÃO FORA DO LAR
SHOPPING PÃES E CIA,2015,ALIMENTAÇÃO FORA DO LAR
SHOPPING PÃES E CIA,2016,ALIMENTAÇÃO FORA DO LAR
SINDY FESTAS BUFFET E EVENTOS,2022,EMPRESA DE EVENTOS
SINDY FESTAS BUFFET E EVENTOS,2018,EMPRESA DE EVENTOS
SINDY FESTAS BUFFET E EVENTOS,2015,ALIMENTAÇÃO FORA DO LAR
SINDY FESTAS BUFFET E EVENTOS,2016,ALIMENTAÇÃO FORA DO LAR
SIR FISHER COMÉRCIO DE ALIMENTOS LTDA,2024,ALIMENTAÇÃO FORA DO LAR
SIR FISHER COMÉRCIO DE ALIMENTOS LTDA,2023,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2024,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2023,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2022,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2019,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2018,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2017,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2016,ALIMENTAÇÃO FORA DO LAR
SIRIGADO DO PEDRO,2015,ALIMENTAÇÃO FORA DO LAR
SÍTIO DO BOSCO PARK,2022,HOSPEDAGEM
SÍTIO DO BOSCO PARK,2019,HOSPEDAGEM 
SITIO DO MEU PAI CLUB,2022,EMPRESA DE EVENTOS
SÍTIO SÃO LUÍS,2022,ALIMENTAÇÃO FORA DO LAR
SÍTIO SÃO LUÍS,2025,ALIMENTAÇÃO FORA DO LAR
SKYLE/COLCCI,2025,LOJAS DE VAREJO
SOBRE SALTO,2025,LOJAS DE VAREJO
SOFISTICASA,2025,LOJAS DE VAREJO
SOLAR SOL. ADMINISTRATIVAS,2025,COWORKING
SORRIR SOBRAL ODONTOLOGIA INTEGRADA,2025,SERVIÇOS DE SAÚDE
SORVETERIA BIXO BOM,2024,ALIMENTAÇÃO FORA DO LAR
SORVETERIA BIXO BOM,2017,ALIMENTAÇÃO FORA DO LAR
SORVETERIA BIXO BOM,2016,ALIMENTAÇÃO FORA DO LAR
SORVETERIA BIXO BOM,2015,ALIMENTAÇÃO FORA DO LAR
SORVETERIA E PASTELARIA SENSAÇÃO,2023,ALIMENTAÇÃO FORA DO LAR
SORVETERIA ESTAÇÃO DOÇURA,2014,ALIMENTAÇÃO FORA DO LAR
SOS AÇAÍ,2024,ALIMENTAÇÃO FORA DO LAR
SOS MOTOS (RAIMUNDO NONATO ALMEIDA LESSA),2021,MANUTENÇÃO DE VEÍCULOS
SPACE BURGER,2019,ALIMENTAÇÃO FORA DO LAR
SR BRAUHAUS CERVEJARIA,2023,ALIMENTAÇÃO FORA DO LAR
STAND SHOW MONTAGENS E EVENTOS LTDA,2019,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2018,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2017,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2016,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2015,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2013,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2011 / 2012,EMPRESA DE EVENTOS
STAND SHOW MONTAGENS E EVENTOS LTDA,2009 / 2010,EMPRESA DE EVENTOS
STEFANO SIBEMBERG ME,2023,HOSPEDAGEM
STROGGO - LIZANDRA COURAS DE OLIVEIRA LTDA ME,2023,ALIMENTAÇÃO FORA DO LAR
STUDIO CAROL ALVES,2024,SERVIÇOS DE ESTÉTICA
STUDIO JN FITNESS,2024,ACADEMIA
STUDIO SPORTISTA,2025,ACADEMIA
SUERLY CLÍNICA,2025,SERVIÇOS DE SAÚDE
SUNSET BAR ICARAIZINHO,2024,ALIMENTAÇÃO FORA DO LAR
SUNSET BAR ICARAIZINHO,2023,ALIMENTAÇÃO FORA DO LAR
SUPER PROGRESSO,2017,ALIMENTAÇÃO FORA DO LAR
SUSHI PEROLA NEGRA,2024,ALIMENTAÇÃO FORA DO LAR
TÁ BONITO RESTÔ,2014,ALIMENTAÇÃO FORA DO LAR
TÁ BONITO RESTÔ,2015,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2024,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2023,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2022,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2019,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2018,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2017,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2014,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2013,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2016,ALIMENTAÇÃO FORA DO LAR
TABULEIRO DA CARNE,2019,ALIMENTAÇÃO FORA DO LAR
TABULEIRO DA CARNE,2017,ALIMENTAÇÃO FORA DO LAR
TABULEIRO DA CARNE,2018,ALIMENTAÇÃO FORA DO LAR
TAHEN HOTEL,2017,HOSPEDAGEM
TAHEN HOTEL,2016,HOSPEDAGEM
TAHEN HOTEL,2015,HOSPEDAGEM
TAHEN HOTEL,2014,HOSPEDAGEM
TAHEN HOTEL,2013,HOSPEDAGEM
TAHEN HOTEL,2011 / 2012,HOSPEDAGEM
TAHEN HOTEL,2009 / 2010,HOSPEDAGEM
TAKE A JUICE SUL FORTALEZA,2024,ALIMENTAÇÃO FORA DO LAR
TAKE A JUICE SUL FORTALEZA,2023,ALIMENTAÇÃO FORA DO LAR
TAKO SUSHI BAR,2018,ALIMENTAÇÃO FORA DO LAR
TAKO SUSHI BAR,2013,ALIMENTAÇÃO FORA DO LAR
TAKO SUSHI BAR,2017,ALIMENTAÇÃO FORA DO LAR
TASKINHA DOS AMIGOS ,2024,ALIMENTAÇÃO FORA DO LAR
TASTY BURGUER,2024,ALIMENTAÇÃO FORA DO LAR
TC ASSESSORIA DE VIAGENS E TURISMO,2024,AGÊNCIA DE VIAGENS 
TEAR TERAPIAS E ARTE,2025,SERVIÇOS DE SAÚDE
TEMAKE SUSHI MAR,2015,ALIMENTAÇÃO FORA DO LAR
TEMPERO DA FÁTIMA,2025,ALIMENTAÇÃO FORA DO LAR
TEMPERO DA SERRA,2022,ALIMENTAÇÃO FORA DO LAR
TEMPERO DA SERRA ,2024,ALIMENTAÇÃO FORA DO LAR
TEMPERO DA SERRA ,2025,ALIMENTAÇÃO FORA DO LAR
TEMPERO DA SERRA ,2023,ALIMENTAÇÃO FORA DO LAR
TERA COMUNICAÇÃO,2023,EMPRESA DE EVENTOS
TERRA - AGÊNCIA DE VIAGENS E TURISMO LTDA.,2024,AGÊNCIA DE VIAGENS 
TERRA - AGÊNCIA DE VIAGENS E TURISMO LTDA.,2023,AGÊNCIA DE VIAGENS 
TERRA BRAZIL EXPERIENCE,2023,AGÊNCIA DE VIAGENS 
TERRA BRAZIL EXPERIENCE,2022,AGÊNCIA DE VIAGENS
TERRA DO SOL,2017,HOSPEDAGEM
TERRADIC - TAUA,2022,SERVIÇOS DE SAUDE
TERRAL GASTRONOMIA ,2024,ALIMENTAÇÃO FORA DO LAR
THE JOE’S PUB,2017,ALIMENTAÇÃO FORA DO LAR
THE LEKKER,2019,ALIMENTAÇÃO FORA DO LAR
THE LEKKER,2025,ALIMENTAÇÃO FORA DO LAR
TOCA DO LAMPIÃO,2018,ALIMENTAÇÃO FORA DO LAR
TOCA FINA,2013,ALIMENTAÇÃO FORA DO LAR
TORTELÊ ALIMENTOS LTDA,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
TRADING EVENTOS,2022,EMPRESA DE EVENTOS
TRANS ALVES REFRIGERAÇÃO AUTOMOTIVA,2024,MANUTENÇÃO DE VEÍCULOS
TRANS ALVES REFRIGERAÇÃO AUTOMOTIVA,2023,MANUTENÇÃO DE VEÍCULOS
TRANS ALVES REFRIGERAÇÃO AUTOMOTIVA,2025,MANUTENÇÃO DE VEÍCULOS
TRANSFORME COWORKING ESCRITORIO VIRTUAL LTDA,2024,COWORKING
TRIGALL ESPETARIA E PIZZARIA LTDA,2023,ALIMENTAÇÃO FORA DO LAR
TROPICAL ILHAS POUSADA BEACH,2015,HOSPEDAGEM
TROPICAL PÃES,2019,ALIMENTAÇÃO FORA DO LAR
TROPICAL PÃES I,2024,ALIMENTAÇÃO FORA DO LAR
TROPICAL PÃES IGUATU,2018,ALIMENTAÇÃO FORA DO LAR
TROPICAL PÃES II,2024,ALIMENTAÇÃO FORA DO LAR
TROPIKAL TOUR,2025,AGÊNCIA DE VIAGENS 
TULLIPAS DA SERRA,2014,HOSPEDAGEM
TWO BROTHERS,2022,ALIMENTAÇÃO FORA DO LAR
TWO BROTHERS ,2022,ALIMENTAÇÃO FORA DO LAR
UNNI SHOP COMERCIO DE VESTUARIO LTDA,2024,LOJAS DE VAREJO
URUBU ECOPARQUE,2024,ALIMENTAÇÃO FORA DO LAR
URUBU ECOPARQUE,2023,ALIMENTAÇÃO FORA DO LAR
URUBU ECOPARQUE,2022,HOSPEDAGEM
VALE DAS PEDRAS HOTEL DE QUIXADÁ,2015,HOSPEDAGEM
VALE ÓTICA,2025,LOJAS DE VAREJO
VARANDAS BEACH HOTEL,2024,HOSPEDAGEM 
VARANDAS BEACH HOTEL,2023,HOSPEDAGEM
VARANDAS BEACH HOTEL,2022,HOSPEDAGEM
VARANDAS BEACH RESTAURANTE,2024,ALIMENTAÇÃO FORA DO LAR
VARANDAS BEACH RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
VARANDAS BEACH RESTAURANTE,2022,ALIMENTAÇÃO FORA DO LAR
VC EVENTOS,2019,EMPRESA DE EVENTOS
VC EVENTOS,2018,EMPRESA DE EVENTOS
VC EVENTOS,2016,EMPRESA DE EVENTOS
VC EVENTOS,2015,EMPRESA DE EVENTOS
VC EVENTOS,2014,EMPRESA DE EVENTOS
VC EVENTOS,2013,EMPRESA DE EVENTOS
VC EVENTOS,2011 / 2012,EMPRESA DE EVENTOS
VELA E MAR HOTEL,2019,HOSPEDAGEM 
VELA E MAR HOTEL,2018,HOSPEDAGEM
VELA E MAR HOTEL,2017,HOSPEDAGEM
VELA E MAR HOTEL,2016,HOSPEDAGEM
VELA E MAR HOTEL,2011 / 2012,HOSPEDAGEM
VELAS DO CUMBUCO,2025,ALIMENTAÇÃO FORA DO LAR
VERDELIMA RESTAURANTE,2015,ALIMENTAÇÃO FORA DO LAR
VERDES VALES LAZER HOTEL,2015,HOSPEDAGEM
VERDES VALES LAZER HOTEL,2016,HOSPEDAGEM
VEREDAS DO VALE HOTEL,2016,HOSPEDAGEM
VEREDAS DO VALE HOTEL,2015,HOSPEDAGEM
VESTYLLUS,2025,LOJAS DE VAREJO
VIA AUTOS,2022,MANUTENÇÃO DE VEÍCULOS
VIA PIZZA RESTAURANTE E PIZZARIA LTDA,2024,ALIMENTAÇÃO FORA DO LAR
VIÇOSA HOTEL DE SERRA,2019,HOSPEDAGEM 
VIÇOSA HOTEL DE SERRA,2018,HOSPEDAGEM
VIÇOSA HOTEL DE SERRA,2017,HOSPEDAGEM
VIÇOSA HOTEL DE SERRA,2011 / 2012,HOSPEDAGEM
VILA AREJO GASTRONOMIA ,2024,ALIMENTAÇÃO FORA DO LAR
VILA AZUL PRAIA HOTEL,2019,HOSPEDAGEM 
VILA AZUL PRAIA HOTEL,2016,HOSPEDAGEM
VILA AZUL PRAIA HOTEL,2015,HOSPEDAGEM
VILA AZUL PRAIA HOTEL,2014,HOSPEDAGEM
VILA AZUL PRAIA HOTEL,2013,HOSPEDAGEM
VILA AZUL PRAIA HOTEL,2011 / 2012,HOSPEDAGEM
VILA AZUL PRAIA HOTEL,2009 / 2010,HOSPEDAGEM
VILA CAFÉ,2024,ALIMENTAÇÃO FORA DO LAR
VILA CAFÉ,2019,ALIMENTAÇÃO FORA DO LAR
VILA DA TELHA GASTROBAR,2017,ALIMENTAÇÃO FORA DO LAR
VILA MANJU,2024,ALIMENTAÇÃO FORA DO LAR
VILA PIZZA,2024,ALIMENTAÇÃO FORA DO LAR
VILA PIZZA,2023,ALIMENTAÇÃO FORA DO LAR
VILA PREÁ,2017,HOSPEDAGEM
VILA PREÁ,2016,HOSPEDAGEM
VILA PREÁ,2015,HOSPEDAGEM
VILEDO BISTRÔ,2016,ALIMENTAÇÃO FORA DO LAR
VILLA AURORA POUSADA GUAJIRU,2024,HOSPEDAGEM 
VILLA BOULEVARD CAFFE & RISTORANTE,2024,ALIMENTAÇÃO FORA DO LAR
VILLA BOULEVARD CAFFE & RISTORANTE,2023,ALIMENTAÇÃO FORA DO LAR
VILLA MANGO,2022,HOSPEDAGEM
VILLA MAYOR,2009 / 2010,HOSPEDAGEM
VILLA SIRIGUELA,2023,HOSPEDAGEM
VILLA SIRIGUELA,2022,HOSPEDAGEM
VILLA SIRIGUELA ,2024,HOSPEDAGEM 
VILLA SOLEIL ,2024,HOSPEDAGEM 
VILLAGE BOULEVARD - HOTEL CASA DO MAR,2022,HOSPEDAGEM
VILLAGE HOTEL CASA DO MAR,2023,HOSPEDAGEM
VILLAGE SONHOS,2023,HOSPEDAGEM
VISCONDE HOTEL,2013,HOSPEDAGEM
VITAL CLINICA SERVICOS DE SAUDE LTDA,2025,SERVIÇOS DE SAÚDE
VITORINO TURISMO,2024,AGÊNCIA DE VIAGENS 
VITORINO TURISMO,2023,AGÊNCIA DE VIAGENS 
VM TURISMO E VIAGENS LTDA,2024,AGÊNCIA DE VIAGENS 
VÓ DAZINHA EMPÓRIO,2023,ALIMENTAÇÃO FORA DO LAR
VÓ LILA CAFÉ GOURMET,2022,ALIMENTAÇÃO FORA DO LAR
VÓ LILA GASTROBAR,2024,ALIMENTAÇÃO FORA DO LAR
VÓ LILA GASTROBAR,2023,ALIMENTAÇÃO FORA DO LAR
W10 PRODUÇÕES E EVENTOS,2014,EMPRESA DE EVENTOS
W10 PRODUÇÕES E EVENTOS,2013,EMPRESA DE EVENTOS
WDR TURISMO,2023,AGÊNCIA DE VIAGENS 
WEE TRAVEL,2024,AGÊNCIA DE VIAGENS 
WILKER BORRACHARIA - MARIA EULANIA BEZERRA NOGUEIRA,2024,MANUTENÇÃO DE VEÍCULOS
WILKER BORRACHARIA - MARIA EULANIA BEZERRA NOGUEIRA,2023,MANUTENÇÃO DE VEÍCULOS
WL ALUMINIO ,2022,MANUTENÇÃO DE VEÍCULOS
YELLO SUCOS & LANCHES,2024,ALIMENTAÇÃO FORA DO LAR
YELLO SUCOS & LANCHES,2023,ALIMENTAÇÃO FORA DO LAR
ZAPATTUS COURO E ACESSÓRIOS LTDA,2025,LOJAS DE VAREJO
ZAVATTIERI FOLHEADOS LTDA,2025,LOJAS DE VAREJO
ZAZA'S SOCIETY BAR,2024,ALIMENTAÇÃO FORA DO LAR
ZAZA'S SOCIETY BAR,2023,ALIMENTAÇÃO FORA DO LAR
ZAZA'S SOCIETY BAR,2022,ALIMENTAÇÃO FORA DO LAR
ZEBRA BOUTIQUE HOTEL,2015,HOSPEDAGEM
ZEBRA BOUTIQUE HOTEL,2016,HOSPEDAGEM
ZORAH BEACH HOTEL,2016,HOSPEDAGEM
ZORAIDE BRAGA CATERING ,2024,ALIMENTAÇÃO FORA DO LAR
